_id,ETSB Name,Report Year,Population,Contact,Contact Email,Contact Phone,Illinois Surcharge,Wireline Surcharge,VoIP Surcharge,Local Funds,Grant Funds,Interest Income,Contractual Services Revenue,Other Revenue,BOY Reserve Balance,Expenses Not Classified Above,Operating Expenses,Primary PSAPS,Secondary PSAPS,Infrastructure,Call Taking,Radio,CAD,Mapping,EMD,Other Equipment/Software,Coordinator/Director Salary,Telecommunicators Salaries,Mapping/GIS Salaries,Technical/IT Salaries,Other Salaries,Fringe Benefits,Capital Improvements,Leases,Utilities,Emergency Backup,Insurance,Furniture/Fixtures,Office Supplies,Other Facility Costs,Telephone/9-1-1 Trunks,NG 9-1-1/ESInet,Microwave/Broadband,Training/Memberships,Travel,Membership Dues,Legal,Audit,Translation,Contract Fees to Other 9-1-1,Other Professional Services,State Consol. Grant Funds,Remaining Cash Balance,Vehicle,Mobile Data Terminals,Software Licenses,Voice/Data Logging Recorder,Other Personnel Cost,Radio Ciruits,Conferences,Certifications,Public Education,Mapping/Addressing/GIS Professional Services
290,Douglas County 9-1-1,2014,"19,800",Dena Kidwell,dena.kidwell@douglascountyil.com,217-253-4676,112436.29,67105.44,20896.92,0,0,1717.3,0,0,705107.06,6454.27,1746.35,1,0,2227.17,516.44,5511,0,0,0,0,62794,61038.44,0,0,1960,26513.79,0,1200,0,0,0,0,1072.09,641.1,48463.65,0,0,7866.41,639.23,260,0,0,115.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,Douglas County 9-1-1,2015,"19,889",Dena Kidwell,dena.kidwell@douglascountyil.com,217-253-4676,108376.91,74201.3,22741.69,0,0,1294.98,0,94.5,678242.55,4935.29,99.95,1,0,2449.89,288662,232343,0,4320,0,0,40405,62259.21,0,0,1240,18431.02,0,1200,0,1734.18,0,0,545.95,937.41,51675,0,0,2202.8,73.79,137,0,0,13.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,Douglas County 9-1-1,2016,"19,889",(*blank*),dena.kidwell@douglascountyil.com,(*blank*),138207.45,88687.8,27286.02,0,0,629.8,0,15.6,171287.09,4309.21,251.7,1,0,2449.89,0,345,0,2160,0,0,41121.74,63504.4,0,0,1980,18547.16,0,1200,0,0,0,0,403.83,0,53227.87,0,0,2082.7,0,137,0,0,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,Douglas County 9-1-1,2017,"19,980",Dena Kidwell,dena.kidwell@douglascountil.com,217-253-4676,218192.41,0,0,0,0,2229.19,0,0,304329.68,1583.63,970.79,1,0,0,37009.89,0,0,2160,0,0,46672.34,66069.98,0,0,0,16974.04,0,1200,0,0,0,1290,172.92,0,0,0,0,1434,0,137,0,0,0,0,0,0,0,0,0,0,2964.37,0,0,378.77,240.13,0,0
294,Douglas County 9-1-1,2018,"19,748",Dena Kidwell,dena.kidwell@douglascountyil.com,217-253-4676,323875.6,0,0,0,0,6029.58,0,0,345493,0,325,1,0,80604,713,915,0,2160,1927,0,47572,66070,0,0,0,17619.2,0,1200,0,0,0,0,401,0,1925,0,0,1216,0,142,0,0,0,0,0,0,0,0,0,0,3261,0,0,44,64,125,0
295,Douglas County 9-1-1,2019,"19,479",Dena Kidwell,dena.kidwell@douglascountyil.com,2172534676,332645.29,0,0,0,0,9162.58,0,0,449115.92,0,687,1,0,0,34421,0,111202,0,41413,0,48523.79,67391.38,0,0,0,17106.08,0,1200,0,0,0,134,315,0,1876,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,3587,0,0,728,645,307,0
296,Douglas County 9-1-1,2020,"19,472",Dena Kidwell,dena.kidwell@douglascountyil.com,217-253-4676,337914,0,0,0,41978,4467,0,25,461345.01,0,1003,1,0,0,0,1100,16228,23977,0,570,52000,69076,0,0,0,18748,0,1200,0,0,0,0,722,0,1581,0,0,6213,0,142,0,0,15.04,0,0,0,0,0,0,0,28912,0,0,516,73,0,0
297,DuPage County 9-1-1,2013,"923,222",Linda Zerwin,etsb911@dupageco.org,630-550-7743,6091499.53,2538892.8,2484.8,58300.23,0,10870.8,127719.81,270658.76,28796442.78,6197.89,0,7,2,117748,0,105379,973974,0,13230,0,122494.1,13800,57163,122494,113034.5,90173,16023097.5,0,29788.89,12608,85354,0,3758.89,1766.14,1175318,0,0,4990,8323.19,310,0,15200,19901,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,DuPage County 9-1-1,2014,"923,222",Linda Zerwin,etsb911@dupageco.org,630-550-7743,5477262,2432667,2919.38,316.13,0,16614.87,132657.51,1635701.17,17864344,5091.57,0,7,1,32401,167080,234914,735555,19910,39141,0,124943.5,11850,55956,105914,101112.08,111866,1360608,0,28531.44,168,99917,0,3647.31,1987.24,1351709,0,0,2495,4846.14,641,0,14100,17371,0,14550,0,0,0,0,0,0,0,0,0,0,0,0
299,DuPage County 9-1-1,2015,"932,126",Linda Zerwin,etsb911@dupageco.org,630-550-7743,5410959,1541664,801588,493.53,0,8872.21,162599.34,162648.43,21611667,10372.89,0,7,1,28253.25,318053.95,1415576.95,540782.14,13310,0,0,131104.31,17723,57645.7,104306,109831.65,107630.61,316524.86,0,25076.7,874.77,98123,0,3712.12,994.44,1499262.56,0,0,2845.25,2086.33,655,0,14700,18424.04,0,7612.5,0,0,0,0,0,0,0,0,0,0,0,0
300,DuPage County 9-1-1,2016,"932,126",(*blank*),etsb911@dupageco.org,(*blank*),5394738.57,1421673.02,845674.35,146.38,0,9242,113538.94,121607.54,24147976,15115.69,0,7,1,170343.01,343458.82,1072287.23,597269.82,16900,449952.28,0,133788,19575,63672,65154,91235.06,97373.05,88988,6541.02,20484.14,10314.9,98030,0,4968.62,2662.8,1337391.07,0,0,10925,10554.63,605,0,20700,8790.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,DuPage County 9-1-1,2017,"932,708",Linda M. Zerwin,linda.zerwin@dupageco.org,(630) 550-7743,8119547,0,0,0,0,151936,129385.33,4160,26075872,2381,4000000,3,1,816018,0,1550648,969516,0,355515,130087,164034,0,71444,86147,198433,146006,2224913,8580,21024,11834,112991,1182,5666,3667,346408,0,162211,8380,22077,742,0,19516,8533,1406156,13620,0,0,0,0,81596,295596,0,0,8381,0,0,0
302,DuPage County 9-1-1,2018,"932,708",Linda M. Zerwin,linda.zerwin@dupageco.org,(630) 550-7743,12880760,0,0,0,0,277149,689313,9688,21227598,0,2296859,3,0,44251,0,1681717,651385.22,10941,214598,200103,155381,0,67674,168559,198743,168445,5322597,8580,19823,13719,98360,1517,6155,6941,305883,0,599629,9360,0,1187,43098,79126,9728,350000,20482,0,0,1349,0,363227,38952,0,169201,42797,0,0,0
303,DuPage County 9-1-1,2019,"932,708",Linda M. Zerwin,linda.zerwin@dupageco.org,(630) 550-7743,14296557.54,0,0,151922,0,535608,0,18100,21714141,0,742369,3,0,0,1350767,1751248,276522,27900,177758,162887,164453,0,71625,167625,204086,161526,6555090,8580,19139,13860,86190,23009,11865,2913,218907,0,857167,22716,0,1797,57412,99491,11428,302471,92439,516141,0,1428,0,64861,0,0,102600,30894,0,0,0
304,DuPage County 9-1-1,2020,"932,708",Linda Zerwin,linda.zerwin@dupageco.org,(630) 550-7743,14836942,0,0,0,68332,297269,488059,5383,23326627,0,994874,2,0,0,800146,2145585,912404,30127,583545,163477,161410,0,70300,175099,190348,165937,1391585,8580,18123,4276,36901,0,13693,32596,428029,0,822635,34130,0,1266,59731,100551,11756,0,5212,0,0,2706,0,99629,0,0,74100,0,0,0,0
305,E-Com Dispatch Center,2013,"87,435",Jeanine Chiappano,jchiappano@ecom911.net,708-799-3787,594527.97,213584.09,137091.83,2069266.11,13660,2405,0,0,737395,27624,22362,1,0,26576,2616,51961,62843,7350,0,1872,0,2000478.03,0,0,233263.87,73780,484539,60001,18971,1566,24901,0,4381,4304,80088,0,0,6933,4254,1244,6875,14277,34,12871,8883,0,0,0,0,0,0,0,0,0,0,0,0
306,E-Com Dispatch Center,2014,"87,435",Jeanine Chiappano,jchiappano@ecom911.net,708-799-3787,546045.93,194252.19,142761.97,2131409.91,0,2932,0,0,467297,28625.79,27275.58,1,0,25776.45,2730,49247.31,65062.87,48790,0,1848.3,0,2079094.31,0,0,240429.05,80247,0,60001,19503.13,2220.16,23810,0,4864.01,4667.16,79579,0,0,10049.94,3756,1505,3351.5,16648.21,67.27,0,10917.5,0,0,0,0,0,0,0,0,0,0,0,0
307,E-COM Dispatch Center,2015,"87,435",Jeanine Chiappano,jchiappano@ecom911.net,7087993787,544474.46,179230.48,156504.41,2374343.65,0,-13969,0,0,426893.21,26114.78,26740.98,1,0,26874.51,0,86242.24,68329.75,11700,0,1804.36,0,2104269.68,0,0,241723.4,89129.24,85785.86,60001,25203.6,1176,23888,0,3587.62,4217.05,78646.28,0,0,9358.71,3617.85,1560,5649,17369.46,66.15,0,45954,0,0,0,0,0,0,0,0,0,0,0,0
308,E-COM Dispatch Center,2016,"87,435",(*blank*),jchiappano@ecom911.net,(*blank*),530265.62,125273.9,146842.2,2559539.28,0,-17220,0,0,0,29759.75,30036.5,1,0,44899.04,0,99773.69,72963.82,1834,0,1874.12,0,2375026.13,0,0,246204.83,105831.26,13293.52,60001,29742.91,1780.28,25339,0,1634.78,4229.74,52173.96,0,0,10141.52,1899.44,1668.75,14208,17425.71,40.95,0,50301.85,0,0,0,0,0,0,0,0,0,0,0,0
309,E-Com Dispatch Center,2017,"108,332",Jeanine Krull,jkrull@ecom911.net,7087993787,1016207,0,0,2774859,26905,6434,15605,0,1196668,29519,0,1,1,0,40800,23782,87740,2750,0,29204,111598,1838361,0,0,148902,765482,352136,106619,32300,2606,27174,14063,0,27378,7217,0,0,14179,3248,1251,13331,10020,30,0,56823,198613,864820,0,0,0,5788,0,13310,1151,0,0,0
310,E-Com Dispatch Center,2018,"108,332",Jeanine Krull,jkrull@ecom911.net,7087993787,1704877,0,0,2323199,0,11426,20206,3424,1103080,0,0,1,1,0,37633,77001,107335,2750,0,50153,115333,1879116,0,54014,142077,715145,198365,60001,32760,5034,31040,0,17869,28702,7669,0,12175,8367,0,1489,19183,10150,84,0,7967,0,1230271,896,0,0,5962,1754,6165,3203,0,1843,0
311,E-Com Dispatch Center,2019,"108,332",Jeanine Krull,jkrull@ecom911.net,7087993787,1804154.24,0,0,2094379.22,266144.76,14627.08,18611.09,16017.85,1332318,0,0,1,1,0,36526.99,182665.57,121873.97,2750,0,38114.11,118991.17,1936490.13,0,48497.94,174221.44,674717.48,8750,1,32667.9,2393.12,30836,0,16803.06,39419.96,8566.94,0,0,15335.89,0,425,13198,21539.52,69.93,0,1800,0,1422930,936.91,0,0,4406.33,6701.84,4961.81,3288,1907,676.84,13250
312,E-Com Dispatch Center,2020,"108,332",Gina Cortez,gcortez@ecom911.net,708.799.3787,1874856.14,0,0,2003581,0,5854,18542.56,0,1345336,0,0,1,1,0,36526.99,190588.64,141636.59,2877.98,0,30891.9,119553.17,1967216.08,0,81291.63,231138.28,713794.72,63038.71,1,30423.73,7173.65,32123,0,20025.65,32310.3,8148.08,0,0,5480.78,0,449,11106.58,18383.75,236.25,0,0,0,2061062,196.58,0,0,5248.83,5225.23,0,510.55,0,0,19925
313,Edgar County 9-1-1,2013,"19,704",Nanette Crippes,911@edgarcountyillinois.com,217-465-9115,112688.19,139999.63,4435.91,0,0,9166.43,0,0,680710.38,9544.47,391.65,1,1,2766.93,0,31903.18,16413.1,0,0,0,47981.86,24283.11,0,0,2761.89,6849.39,0,0,0,1390,0,0,873,762.48,55996.71,0,0,3125.85,198.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,Edgar County 9-1-1,2014,"19,704",Nanette Crippes,911@edgarcountyillinois.com,217-465-9115,107471.22,122053.1,4734.94,0,0,8474.16,0,0,743460.83,8510.04,224.13,1,1,2849.94,0,30714.19,15645.86,0,0,0,46060.56,27195.46,0,0,1128.75,7177.35,0,0,0,5000,0,0,318.04,1061.95,58209.75,0,0,3914.96,118.65,0,0,0,0,0,46.7,0,0,0,0,0,0,0,0,0,0,0,0
315,Edgar County 9-1-1,2015,"18,576",Nanette Crippes,911@edgarcountyillinois.com,2174659115,102360.87,112349.84,4856.82,0,0,5969.7,0,0,820155,9524.13,2108.58,1,1,2935.43,1520,23373,16909.13,0,0,0,47450,26021.23,0,0,192.5,8470.16,0,0,0,1314,0,0,192,727,58448.3,0,0,2572.93,0,0,0,1683.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,Edgar County 9-1-1,2016,"18,576",(*blank*),911@edgarcountyillinois.com,(*blank*),106151,106156,5370,0,0,6247,0,0,0,8182,392,1,1,3024,0,21288,45769,0,0,0,49162,55651,0,0,0,5638,0,0,0,3017,0,0,570,0,57618,0,0,5896,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,Edgar County 9-1-1,2017,"18,576",Nanette Crippes,911@edgarcountyillinois.com,217-465-9115,241108.89,0,0,0,0,9254.08,0,0,719414.06,49,779.6,1,0,0,1548.08,52519.23,18143.49,0,134.55,0,51891.29,114230.3,0,0,0,8942.19,8227,0,0,1720.55,0,0,467.19,0,2096.84,0,0,1871.88,0,0,0,0,0,0,0,0,94710.68,0,0,0,0,0,0,0,0,0,0
318,Edgar County 9-1-1,2018,"18,576",Nanette Crippes,911@edgarcountyillinois.com,217-465-9115,301584.06,0,0,0,0,12049.83,0,0,728366.77,0,1891.6,1,0,0,19580.89,42405.62,0,0,0,0,52934.7,114200,0,0,0,8592.13,0,0,0,789.29,0,119,797,0,2126.31,0,0,2866.55,0,0,0,0,0,0,0,0,73499.75,0,0,0,2173.56,0,0,126.44,0,0,0
319,Edgar County 9-1-1,2019,"18,576",Nanette Crippes,911@edgarcountyillinois.com,217-465-9115,273588.91,0,0,0,0,15463.58,0,1462.71,810433,0,529.77,1,0,14633.13,58609.5,54737,84362.12,0,0,0,60515.9,101646.98,0,0,0,1321.88,0,6600,0,789.41,0,600,339,0,2299.31,0,0,4243.14,0,0,0,0,0,0,0,0,56465,0,0,0,2262.71,0,0,0,0,18.9,44738
320,Edgar County 9-1-1,2020,"18,576",Nanette Crippes,9-1-1@edgarcountyillinois.com,217-465-9115,226030.68,0,0,0,57076,10323.4,0,0,621314,0,1647.4,1,0,4601.17,39461.54,38137,30890.55,27705.63,42729,0,64898.79,134566,0,0,0,1309.9,0,6600,491.03,1605,0,49313.67,3940.7,48549,2079.81,0,0,1710.25,0,142,0,0,0,0,0,0,113095,0,0,0,7085.45,0,0,0,0,17.28,0
321,Edwards County 9-1-1,2013,"5,998",John E Griswold,edco911@frontier.com,618-445-2721,31652,52887,0,0,0,43,0,0,25000,1296,0,1,0,0,2800,0,4600,5000,0,0,20193,0,20193,0,0,0,16000,0,0,0,0,0,880,0,34880,0,0,0,139,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,Edwards County 9-1-1,2014,"5,903",John E Griswold,edco911@frontier.com,618-445-2721,32400,53868,0,0,0,67,0,0,87106,1807,0,1,0,1200,3600,0,5000,5000,0,0,20650,0,20650,0,0,0,0,0,0,0,0,0,1200,0,42650,0,0,0,230,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,Edwards County 9-1-1,2015,"5,903",John E Griswold,edco911@frontier.com,618-445-2721,11928,72166,0,0,0,67,0,0,87106,1807,0,1,0,1200,3600,0,5000,5000,0,0,20650,0,20650,0,0,0,0,0,0,0,0,0,1200,0,42650,0,0,0,230,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,Edwards County 9-1-1,2016,"5,903",(*blank*),e911@edco-il.us,(*blank*),12362,69233,0,0,0,83,0,0,123523,2521,0,1,0,0,0,0,4800,6800,0,0,54250,0,54250,0,0,0,0,0,0,0,0,0,3650,0,53920,0,0,0,844,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,Edwards County 9-1-1,2017,"5,874",John E Griswold,e911@edco-il.us,618-445-2721,96704,0,0,0,0,0,0,0,9629,0,0,1,0,3495,0,0,4190,3600,0,0,61462,19058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2652,0,0,137,0,0,0,0,0,0,0,0,0,2085,0,0,0,0,25,0,0
326,Edwards County 9-1-1,2018,"6,500",John  E Griswold,e911@edco-il.us,6184452721,104355,0,0,0,0,12,0,0,0,0,0,1,0,2240,0,0,10462,2500,0,0,23188,20160,5600,0,2236,0,0,0,0,0,0,0,500,0,0,0,0,189,0,300,0,0,0,0,0,0,9629,0,2657,45,1200,0,0,0,0,0,2500
327,Edwards County 9-1-1,2020,"5,800",John E. Griswold,ed911@edco-il.us,618-445-2721,127101,0,0,0,0,0,0,0,52809,0,215,1,0,0,0,0,4728,3600,0,0,23189,22522,3500,0,0,0,12550,0,0,0,0,0,0,0,0,0,0,650,0,300,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,Effingham County ETSB,2013,"34,242",Jodi Moomaw,jodi_moomaw@consolidated.net,217-342-5327,237287.42,418504.11,1568.5,0,0,2627.23,0,0,802591,10290.27,7403.03,2,0,20025.43,5675,34259.34,58500,0,0,0,12000,0,8953.47,10000,1373.44,4640.47,0,0,2380.01,0,16465,0,1590.41,18389.8,46717.63,0,0,0,9444.34,536,0,4480,0,130000,5400,0,0,0,0,0,0,0,0,0,0,0,0
329,Effingham County ETSB,2014,"34,242",Jodi Moomaw,jodi_moomaw@consolidated.net,217-342-5327,225384.61,398801.19,1547.14,0,0,1525.84,0,0,958507,10001,27604.07,2,0,17247.11,12421.38,32890.08,59166,0,0,0,12000,0,9001.83,9166.63,1487.43,6573.84,0,0,1883.13,0,16067,0,1722.77,449.12,87191.84,0,0,0,19820.32,859.3,0,4800,0,130000,5408.1,0,0,0,0,0,0,0,0,0,0,0,0
330,Effingham County ETSB,2015,"34,307",Jodi Moomaw,jodi_moomaw@consolidated.net,217-342-5327,212129,386183,2358,0,0,1323,0,0,958507,11891.65,54724.95,2,0,13580.73,30069.19,56333.25,60805,0,0,0,12083.33,0,8964.7,9999.96,1660.31,13482.25,0,0,1493.84,4170.6,16376,0,1987.26,1649.16,80204.59,0,0,0,16187.12,869,0,5100,0,170000,5400,0,0,0,0,0,0,0,0,0,0,0,0
331,Effingham County ETSB,2016,"34,242",(*blank*),jodi_moomaw@consolidated.net,(*blank*),198826.95,372024.07,1595.15,0,0,2527.08,0,3838.92,616404.86,10854.08,13177.78,2,0,7835.94,1835,49546.98,64581,335.75,0,0,12999.96,0,8901.9,10000,1672.07,6685,9500,0,1585.53,189,16699,0,2126.71,60,84619.75,0,0,14684.33,0,824,0,5400,265.16,0,5400,0,0,0,0,0,0,0,0,0,0,0,0
332,Effingham County ETSB,2017,"34,242",Jodi Moomaw,jmoomaw@effinghamil.com,217-342-5327,647988.79,0,0,0,0,1934.71,0,0,0,0,7158.38,2,0,0,33579.52,68977.58,69732,760,5173.05,8921,13097.03,0,10763.67,9419.67,2161.92,7055.79,123817,178600,1315.86,3535.94,16387,0,1396,0,5857.82,0,0,19540.98,1362.78,1063,0,5800,219,0,5950,0,575575,0,0,2675,9481.48,0,0,0,270,0,180
333,Effingham County ETSB,2018,"34,242",Jodi Moomaw,jmoomaw@effinghamil.com,217-342-5327,862483,0,0,0,0,2503,0,0,575575,0,2802,2,0,0,15424,70508,72997,0,0,50591,12984,91980,9227,9648,2666,6435,129850,91908,338,1370.59,17368,0,2221,0,5575,0,0,4898,0,742,57,12000,202,0,81,0,0,0,0,2317,10000,0,0,9601,240,1954,1202
334,Effingham County ETSB,2019,"34,132",Jodi Moomaw,jmoomaw@effinghamil.com,217-342-5327,999150.27,0,0,0,0,11216.41,0,21155.42,539000.52,0,2063.68,2,0,0,0,36408,77580.94,0,0,5651.09,14203.53,0,9089.28,10560,3110.4,5878.46,208933,187640,89.81,2458.29,17449.82,0,2789.98,0,4390.87,0,0,9493,0,882,18,12200,468.43,0,0,162987.28,0,592,0,1736.39,10000,0,0,10637.13,120,2327.8,0
335,Effingham County ETSB,2020,"34,008",Tina J. Daniels,tdaniels@co.effingham.il.us,217-342-8474,847880,0,0,0,0,6398,0,23937,933772.91,0,72,2,0,431,40127,119091,80048,31100,80572,24020.78,13629,0,6760,10534,3654,6106,0,0,0,447,17694,0,2970,0,4217,0,0,6282,0,1110,36,12200,453,191392,161.37,0,0,265,0,0,10000,343,0,1828,172,215,0
336,"Eisenhower ""IKE"" JETSB",2019,"31,930",Paul Kurtzner,karl.pound@illinois.gov,7083456550,244347.13,0,0,0,0,111.14,0,0,0,0,252.87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1533.52,0,1966.66,4656.14,0,794,0,0,0,0,0,0,0,0,0,0,0,6028.8,0,0,0,0,0
337,Eisenhower JETSB,2019,"31,930",Paul Kurtzner,karl.pound@illinois.gov,7083456550,244347.13,0,0,0,0,111.14,0,0,0,0,252.87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1533.52,0,1966.66,4656.14,0,794,0,0,0,0,0,0,0,0,0,0,0,6028.8,0,0,0,0,0
338,Eisenhower JETSB,2020,"31,930",Paul Kurtzner,pkurtzner@broadview-il.gov,708-345-6550,389976.8,0,0,0,0,75.74,0,0,0,0,0,1,0,0,9397.5,5240.47,1550,0,0,0,0,0,0,0,0,0,376828,0,0,0,0,0,0,546.25,15793,0,0,3305,0,796,0,0,0,0,0,376827.89,229226,0,0,0,995,2771.53,0,0,7855,137.43,0
339,Elgin,2013,"110,000",Lacey Roberts,roberts_l@cityofelgin.org,847-289-2685,644423,288136,0,0,0,-263,0,0,0,0,0,1,1,51917,0,126977,56878,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101495,0,0,3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,Elgin,2014,"110,000",Lacey Roberts,roberts_l@cityofelgin.org,847-289-2685,586291,272433,0,0,0,-167,0,0,0,0,0,1,1,8222,0,0,64048,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92094,0,0,2280,0,2760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,Elgin,2015,"110,000",Lacey Roberts,roberts_l@cityofelgin.org,847-289-2685,572342,262345,0,0,0,668,0,0,0,0,0,1,1,0,0,183192,144559,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93125.26,0,0,4181,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,Elgin,2016,"110,000",(*blank*),roberts_l@cityofelgin.org,(*blank*),614709.94,255654.69,0,0,0,893.36,0,0,0,0,0,1,1,0,0,0,77873,0,1500,0,0,0,0,0,0,0,143352,0,0,0,0,0,0,0,90516.44,0,0,2685.86,1695.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,Elgin,2017,"112,123",Joe Bush,bush_j@cityofelgin.org,847-289-2778,449582.1,0,0,0,0,0,0,204324.75,937092,0,0,1,1,0,0,0,79120,1500,0,9750.61,0,0,0,0,325000,0,0,0,0,0,0,0,0,0,7470.75,0,0,2400,0,1403,0,0,0,0,0,0,620254,0,0,19948,0,0,0,0,12913,0,0
344,Elgin,2018,"112,123",Joe Bush,bush_j@cityofelgin.org,847-289-2778,1272686,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,70307,1500,0,2541,0,0,0,0,325000,0,0,0,0,0,0,0,0,0,11590,0,0,2400,0,0,0,0,0,0,0,0,1751747,0,136940,19948,0,0,0,4485,8360,0,0
345,Elgin,2019,"112,123",Joe Bush,bush_j@cityofelgin.org,847-289-2778,1493477,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,71707,6153,0,437088,0,0,0,325000,0,0,0,0,0,0,0,0,0,0,11062,0,0,0,0,1449,0,0,0,0,0,0,2441362,0,0,31333,0,0,0,0,11135,0,0
346,Elgin,2020,"112,123",Joe Bush,bush_j@cityofelgin.org,847-289-2778,1574831,0,0,0,333713.5,0,0,0,0,0,0,1,1,0,333714,0,73142,1500,0,33440,0,325000,0,0,0,0,0,0,0,0,0,0,0,0,11872,0,0,0,0,0,0,0,0,0,0,0,3039912,0,0,19948,20000,0,0,0,0,0,0
347,Elmwood Park 9-1-1,2013,"24,985",Michael Ventura,mventura@elmwoodpark.org,(708) 452-3933,223567,112216,0,0,0,100,0,325926,-88645,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689898,0,0,0,0,0,0,0,0,0,0,0,0,0
348,Elmwood Park 9-1-1,2014,"24,985",Michael Ventura,mventura@elmwoodpark.org,(708) 452-3933,228451,103009,0,0,0,74,0,381802,-116734,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713812,0,0,0,0,0,0,0,0,0,0,0,0,0
349,Elmwood Park 9-1-1,2015,"24,985",Kevin Miller,kmiller@elmwoodpark.org,(708) 452-3933,211423,96326,0,0,0,0,0,366882,-117210,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731744,0,0,0,0,0,0,0,0,0,0,0,0,0
350,Elmwood Park 9-1-1,2016,"24,840",(*blank*),kmiller@elmwoodpark.org,(*blank*),216425,92579,0,0,0,0,0,406284,-174323,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765034,0,0,0,0,0,0,0,0,0,0,0,0,0
351,Evanston 9-1-1,2013,"74,486",Perry Polinski,ppolinski@cityofevanston.org,847-866-5070,440606,564483,0,0,0,679,0,0,1310760,1700,0,1,1,6755.69,0,118669.66,70304.25,9547.6,0,52242,0,0,0,0,393377,150667,0,0,0,1166,17448,0,678,0,78886,0,0,4954,0,601,0,0,0,0,5255.97,0,0,0,0,0,0,0,0,0,0,0,0
352,Evanston 9-1-1,2014,"74,486",Perry Polinski,ppolinski@cityofevanston.org,847-866-5070,454019.01,549934.4,0,0,0,215.43,0,0,1264807,1700,0,1,1,11970.79,3472.35,115221.98,71467.92,9712.75,0,52961,0,0,0,0,350545,149984,0,0,0,8105.01,17448,0,789,0,57027,0,0,2906,0,516,0,0,0,0,30672.24,0,0,0,0,0,0,0,0,0,0,0,0
353,Evanston 9-1-1,2015,"74,486",Perry Polinski,ppolinski@cityofevanston.org,847-866-5070,,,,0,0,99,0,1751,1220879,866,0,1,1,51234.65,42.8,105084,72931.77,9882.85,0,239083.82,0,0,0,0,367679,144222,0,0,0,3942.76,17448,0,1639,0,85400,0,0,7765.35,1066.24,458,0,0,0,0,11434.01,0,0,0,0,0,0,0,0,0,0,0,0
354,Evanston 9-1-1,2016,"74,486",(*blank*),ppolinski@cityofevanston.org,(*blank*),478254.25,498816.99,0,0,0,189.48,0,0,550349,1822.43,0,1,1,45767.12,0,104438.76,75119.3,10058.15,0,0,0,0,0,0,421722.08,161123.16,239420.78,0,0,12504.4,0,1581,1549.24,0,72540.62,0,0,6922.7,692.16,287,0,0,0,0,20563.45,0,0,0,0,0,0,0,0,0,0,0,0
355,Evanston 9-1-1,2017,"74,486",Perry Polinski,ppolinski@cityofevanston.org,847-866-5070,993945,0,0,0,0,7177,0,0,0,0,0,1,1,0,2845,106442,74114,0,4324,22864,109626,134090,0,60000,187861,166867,0,0,0,3787,17448,0,1956.98,22822,3767.19,0,29066.16,3414,15,589,0,0,0,0,0,0,163061,0,0,0,15025,0,0,550,1689,0,0
